Prompt,Chosen,Chosen_Likes,Chosen_Time,Chosen_CustomMetric,Reject,Reject_Likes,Reject_Time,Reject_CustomMetric
“典”“典中典”“这就是***的丑态”【七海Nana7mi】,仔细想下，这一套好像是我幼儿园吵架的抽象版,1238.0,1658829557.0,638.7561211164117,🐙❤️🐟确实有理解的,85.0,1642012042.0,-682.4190288835883
【東雪莲】说出名场面后矢口否认,稻妻人特有的犟嘴,10.0,1705377045.0,-123.76899888358832,莲背地里边看边用手[傲娇],5.0,1673213112.0,-450.4083288835883
主 播 哪 国 人,来听正宗日本人唱歌了，现在网上不少人伪装成日本人博流量，心寒，还是冬雪莲诚实！,15.0,1669603517.0,-476.50427888358837,好像她的粉丝觉得被骂很爽…？,141.0,1626614370.0,-780.3957488835883
【原创音乐】《超级敏感》A-SOUL全新团曲MV,"借用一下别人的解释
认真讲解就是这个虚拟主播团体背后资本是乐华，王一博就是这家公司的，当初这团体进场霹雳霹雳都在评论区骂，说真正的饭圈要来了，v吧泥哥各种成分都有，结果一出道小姑娘们心地善良看不懂弹幕评论区妖魔鬼怪还试图理解互动，加上主播超高质量3d优秀的节目效果让v吧人一瞬投降表示这就是我想要的虚拟主播，形成了粉丝的基本盘。但你要知道，基本盘是贴吧老哥组成的，老哥们四处引流把什么地方的人都给引过来了，引的最纯的就是动物园的人，所以这个评论区属于是网络文化聚集地，大伙都不会好好说话，用独特的网络文化表达自己的感情，你以为他们阴阳怪气，他们只是发情都发不会而已
在了解一定程度的网络文化的情况下，asoul成员的评论区可以说是全虚拟主播界最有乐趣的地方
觉得行的话，可以给小姐姐们点个关注吗
乃琳Queen
https://space.bilibili.com/672342685/
珈乐Carol
https://space.bilibili.com/351609538/
贝拉kira
https://space.bilibili.com/672353429/
嘉然今天吃什么
https://space.bilibili.com/672328094/
向晚大魔王
https://space.bilibili.com/672346917/",2144.0,1619762956.0,1154.0901111164117,师妹真不错，被杜华引流过来看看，加油！,348.0,1619842716.0,-641.1122888835883
【翻唱】《猫中毒》完整版PV/嘉然,海的那边...是yhm的核废水🤗,2194.0,1618329321.0,1189.7537611164116,@塔雅禅 你为什么不看？,215.0,1667805066.0,-294.48878888358837
【嘉然】⚡动感光波⚡,前线消息，抖友60多万的点赞，药水哥都引过来了,2009.0,1621051291.0,1031.9734611164117,怎么回事我觉得还行，卡点挺有意思的,120.0,1620903766.0,-858.5017888835883
当发病评论被然然念出来...嘿嘿嘿🥵嘉然大人🥵嘿嘿嘿🤤然然🤤【直播切片】,[嘉然_流口水][嘉然_流口水][嘉然_流口水]然然把我拿捏了,60.0,1628175392.0,-845.7855288835884,豆列郭铝标记😱,6.0,1628364412.0,-897.8953288835884
我是如何 因看vtb毁掉自己的人生？,"运动 出门跑步 锻炼每一块肌肉 身体不会背叛你
阅读 看好电影 听好音乐 不要放弃思考 放弃进步 
适当娱乐奖励 和狐朋狗友喝酒享乐 玩游戏别沉迷
鼓起勇气社交 回应爱你的人 谨言慎行 别说伤人的话又后悔",976.0,1673628024.0,524.7407911164116,你就围着她转吧，书也别读了，班也别上了，自己的朋友一个也别联系了，喜欢做的事干脆全放弃得了，就盯着那些细节逐字逐句分析她的话解剖她的心情，再揣测几百遍她爱不爱你得了。你问我怎么办啊怎么办啊，好痛苦，什么怎么办，要不然你报警吧。 ,7.0,1675940225.0,-421.1371988835883
【翻唱】《猫中毒》完整版PV/嘉然,为了在评论区科普，我坐过站了，嘉人们怎么说[笑哭],8659.0,1617354804.0,7645.0085911164115,"我的左脑😇:来点正常评论吧，这次可是给路人引流的好机会，让大伙看看嘉心糖的友好好客
我的右脑👿:猫中毒我的猫中毒😭😭😭，发病了我发病了😭😭，然然我真的好喜欢你啊，为了你我要电晚晚
打出的评论：各位路人小伙伴欢迎关注然然[给心心]路人哥哥你把我带走吧没了你我怎么活啊😭😭😭😭😭😭",996.0,1617339923.0,-18.14021888358843
永雏塔菲逆天叫声，进来看看满意了,听立考试，现在开始,3.0,1713557097.0,-48.96847888358832,"1   00：15
2   00：35
3   00：41",3.0,1705232719.0,-132.21225888358833
嘉然我真的好喜欢你啊😭😭😭,那时候大家都很开心,24.0,1653199275.0,-631.5466988835884,每天进来被mua[害羞],24.0,1623866592.0,-924.8735288835884
【東雪莲】说出名场面后矢口否认,"嗯～哈🥵
东雪莲好可怜啊😭😇
哈🥵
又被他们欺负了对吧👿🤗
只有我才永远是你的朋友呱🥰😋
只有我才永远的爱你吔🤤🤪
啊～莲莲🥵",175.0,1671469315.0,-297.84629888358836,已赞，送你上首页,23.0,1669994320.0,-464.5962488835884
主 播 哪 国 人,非常可爱日本女人，她的中文说的十分好😂，❤来自🇩🇪,55.0,1658735269.0,-545.1867588835884,"舰长，我佐久间眠啊
呦，还真是佐久间眠啊，他娘的，差点让老子走了眼，我还以为你是真樱花妹呢
来来来坐坐坐
是眠宝回来了，这小子真出息了啊
这是生病盾，樱花妹啊都使这个
生病盾好啊，真讲究啊
这是樱花妹的炎上营业，和咱们国内的抽象文化，不一个味，您尝尝
毕业这几个月怎么样啊
还好，一切如愿以偿
现在的国V，是魔女公司的天下，谁要是和乐府作对，窝藏反府分子，不要怪我手下无情，保不了大家，保不了你们的马！
其实我早就是樱花妹了，我都成了日本公民了",39.0,1624777022.0,-900.7692288835884
深情朗诵《嘉然小姐的狗》,妹妹声音好好听捏[害羞],222.0,1613470680.0,-830.8326488835885,听了一圈还是这个最zqsg😅,29.0,1613745195.0,-1021.0874988835884
《废物虚拟主播的五大特征》,对不起，没点进来之前雀氏不知道这么好笑[嗑瓜子],2.0,1673019298.0,-455.34646888358833,好家伙，环环相扣[doge],3.0,1667879765.0,-505.74179888358833
【海子姐】ybb小火车,现在再回头看，V圈哪有什么完美的版本答案呢？还不都是一样的烂法[笑哭],33.0,1663754148.0,-516.9979688835883,ybb小火车之于海子姐 一如 炫风车之于炫狗,71.0,1627315249.0,-843.3869588835884
快速盘点2021各大Vtuber！,草，v圈转了一圈，还是holo en有意思。有没有推荐的,5.0,1672740825.0,-455.13119888358835,vaibae呢 感觉vaibae也不错,47.0,1635947198.0,-781.0674688835884
主播是日本人吗？主播是你爹！【七海Nana7mi】,我超，后空翻才是王道,1.0,1697385393.0,-212.68551888358834,[肥肥鲨_指到的人],2.0,1687275895.0,-312.78049888358834
深情朗诵《嘉然小姐的狗》,怎么会事呢,16.0,1633118453.0,-840.3549188835884,感情太真挚了，动物园男粉的捧读只能说相形见绌。,14.0,1614708723.0,-1026.4522188835883
主播是日本人吗？主播是你爹！【七海Nana7mi】,@モリ酱,0.0,1710306504.0,-84.47440888358832,骂谁罕见！,0.0,1687548972.0,-312.04972888358833
【翻唱】《猫中毒》完整版PV/嘉然,嘉然评论区就是一座黑暗森林，每个嘉心糖都是带枪的猎人，像幽灵般潜行于评论区，轻轻略过⛵🎣的嘉心糖们，竭力不让评论露出一点马脚，连点赞都必须小心翼翼：他必须小心，因为评论区中到处都有与他一样潜行的嘉心糖，如果他发现了真的路人，能做的只有一件事：🙇🏻‍♂️🙇🏻‍♂️🙇🏻‍♂️🙇🏻‍♂️🙇🏻‍♂️🙇🏻‍♂️爹点个关注吧求你了。,32608.0,1617426223.0,31594.722781116412,"也许有一天，我说也许，我们会对国产虚拟主播失去信心，因为日v的宰治在今日为止还在持续，但我觉得不是今天。
而且也许有一天，我们这些所热爱的国v已经无法坚持在舞台，但也不是今天。
今天嘉然小姐发布《猫中毒》翻唱，冲击b站热门，让我们一起开溜！",1278.0,1617358666.0,264.04721111641163
【A-SOUL/贝&珈&嘉】太潮啦！师徒三人演绎《隔岸 (DJ)》,恭喜au触发了b站的防御机制（点赞评论要验证码）,14936.0,1632122045.0,14069.681001116413,老规矩，不会摇的去狗那桌,1806.0,1632092429.0,939.3848411164116
被小作文整破防的嘉然,"她曾经竟然向v圈最混沌的一帮人表示善意，被开了那么多次，被直球骂，被私信发梅毒，直播的时候被遛狗， 被形容成过滤器，她还相信这帮粉丝是好人，你说这人是哪根筋搭错了，连个ybb都说不出来，只会被骂之后装看不见然后笑着小声掐着嗓子说话唱歌，一高兴就绷不住了，好了伤疤忘了疼，忘了这帮粉丝是什么逆天，笑的东倒西歪小腿乱蹬，真的，太蠢了.......为什么会有人喜欢这种虚拟人呢，一样太蠢了......
她不是虚拟的，我才是",342.0,1626741668.0,-578.1227688835884,可以说很真实了，厂狗是这样的，不过不至于用不起电吧[蛆音娘_吃瓜群众],78.0,1614102274.0,-968.5167088835884
主 播 哪 国 人,"@羊羊一只 
就凭这个片段 有人洗了也没用",181.0,1670293919.0,-303.60025888358837,别尬黑，人家下播后熬夜补习中文呢😄😋,28.0,1654364079.0,-615.8986588835884
当发病评论被然然念出来...嘿嘿嘿🥵嘉然大人🥵嘿嘿嘿🤤然然🤤【直播切片】,"我必须要娶五个，少一个都不行。
如果少娶了向晚，她一定会直接大声哭出来，抽啜着问我为什么。
如果少娶了贝拉，平日里坚强的她一定会变成小哭包，哭哭啼啼的朝我怀里打着小拳拳。
如果少娶了珈乐，热爱唱歌的她这时却再也张开不了歌喉，低着头失落的跪在地上，直到我走远才默默的离开。
如果少娶了然然，她会微笑着祝我和其他四个人幸福，今后一定要开开心心的活着，然后一个人躲在墙角痛哭。
如果少娶了乃琳，她会朝我妩媚的一笑，因为我们都知道，最后的结局一定是出轨乃琳。",167.0,1629849885.0,-722.0405988835884,然然这一手实在是把我们震慑住了😨，对不起然然，我再也不敢了,8.0,1628666738.0,-892.8720688835884
我是如何 因看vtb毁掉自己的人生？,vtuber痴好可怜,826.0,1673672204.0,375.18259111641163,v圈，你毁了多少人的家😭,28.0,1673679251.0,-422.7469388835884
露西亚粉丝群组里Gachi恋粉丝发狂哭吼的实态,最后那个女生的声音好温柔,318.0,1706492503.0,195.3855811164117,这是樱井景和在姐姐变成邪魔徒被消灭的那个雨夜怒吼的片段 后来因为高桥觉得没必要而被删除 如今能再一次看到 我真是太感动了,8.0,1706553964.0,-113.99980888358832
露西亚粉丝群组里Gachi恋粉丝发狂哭吼的实态,抱歉我一直想到这家伙[笑哭],277.0,1706527093.0,154.73148111641166,@夏色祭Official 该进场了,7.0,1706603934.0,-114.50010888358833
露西亚粉丝群组里Gachi恋粉丝发狂哭吼的实态,呜呜呜↑呜呜呜↓这TM是个啥啊😭😭😭,19.0,1706498657.0,-103.55287888358832,兄弟，兄弟我好像聋了[藏狐],3.0,1706527139.0,-119.26805888358832
“典”“典中典”“这就是***的丑态”【七海Nana7mi】,兄弟们 我心好累呀 感觉很难说正常话了 和好几年前的互联网环境差距太大了,1421.0,1642057673.0,654.0372811164116,✋🏼别急😋,20.0,1649317520.0,-674.3642488835884
你把钱都打给她吧🥺,好吃的很，将这个活带上就新的高度,2202.0,1649923255.0,1513.6931011164115,点名批评[冰糖IO 蜕变·闪耀_给你一拳],14.0,1657950086.0,-594.0385888835883
【锐评】这V的片，不切也罢,哥么有没有这种可能，你比他更适合做虚拟主播[脱单doge],215.0,1672700382.0,-245.53562888358834,老师切我，我3小时的录播自己切6条切片出来[捂眼],43.0,1672701758.0,-417.5218688835883
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,这质量 你大号不是百万大V我不信[傲娇],4090.0,1632064967.0,3223.1102211164116,为了庆祝然然一波万，今天晚上20：00，我为大家在央视准备了中秋晚会，不要问我花了多少钱，那不重要，大家开心就好。,186.0,1632206423.0,-679.4752188835884
【嘉然】Ring！Ring！Ring！今天我是小狐狸yo~,"捉迷藏日记  7月2日 晴
       今天和然然玩了捉迷藏，但不论我藏了几次，然然总能找到我，或许这就是所谓的“喜欢一个人是藏不住的”吧
       “这次换我来藏！”
        我闭上眼开始数数：“1...2...”
        突然我的唇间传来一股棉花糖般的触感，我停止了数数，但并没有睁开眼睛，这一刻仿佛过了好久",456.0,1625220312.0,-479.3363288835884,才3尾就这样了，以后我都不敢想😨😨😨😨😨,95.0,1625387835.0,-838.6610988835884
二次元也要大摆锤,直播员有种笨拙的美,245.0,1648353892.0,-459.00052888358834,不止提纯能力，控评能力也是牛的,57.0,1648381688.0,-646.7225688835883
应约100w人气露脸！,皮下是xxn吗,10.0,1704088011.0,-136.65933888358833,挺好看的，有一种野性的美,11.0,1655812791.0,-618.4115388835884
【嘉然】Ring！Ring！Ring！今天我是小狐狸yo~,"我的装扮是113号，我百度了一下，小行星113号又被称为羊神星（113 Amalthea）羊神星被认为是大约在10亿年前来自直径的尺度大约300–600公里的灶神星地幔分出来，而另一颗主要的残余是颖神星（9 Metis）。羊神星的光谱揭示其成分有橄榄石，这在小行星带是相对罕见的。
总而言之，我的小行星113号相对罕见。",5566.0,1625218004.0,4630.640591116412,纯路人真的想问下嘉然的来龙去脉，本来看着这匹皮和机师挺不错的，但是评论区都是些啥梗啊，我们路人又看不懂，本人评论区下清一色就算了，更有数不胜数的人到处ky，更离谱的是遇到ky的居然还是一群粉丝互相问好（互相迷惑性发言？）遇到有人ky其他粉不应该制止吗？本来想问好久了，希望有大佬解答一下，我应该会回关的（也别说啥不缺你一个粉）。。。,236.0,1625314763.0,-698.3918188835884
被小作文整破防的嘉然,"妈妈查出癌症了
从未觉得中秋团圆是多么珍贵的一件事",398.0,1632048941.0,-469.0500388835884,其实都是这样，我们这种底层人吃饭做事不精打细算根本没有生路，之前我有钱就往游戏砸，一次生病，直接绝望，不敢向家里要钱，毕竟二十多了，出来工作几年没往家里打钱过，以为自己年轻，可以再玩玩！结果一次生病花费了自己所有的钱，还不够，自己又不想借钱，毕竟不是小数，最后还是家里人借钱给的！好了以后特别难受，感觉自己对不起所有人！现在生活稍微好点了，但是也没有完全的好，不过也能正常生活了，存款几乎是一点都没[笑哭][笑哭],80.0,1629202893.0,-815.5105188835884
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,这个悍匪质量属于是嘉利班鸟枪换炮拿下美军装备了,32880.0,1632064875.0,32013.109301116412,"确实好听，虽然一个梗都听不懂还是听了几遍，最后那一段非常好。
有一说一，我真的是太喜欢看你们嘉心糖整活了，真的能给人带来好多欢乐啊，你们发病简直是土星人级别的，多整点好活[给心心]",262.0,1632168147.0,-603.8579788835884
快速盘点2021各大Vtuber！,没有kson?没有kson?[嘉然_番茄炒蛋拳][嘉然_番茄炒蛋拳][嘉然_番茄炒蛋拳][嘉然_番茄炒蛋拳][嘉然_番茄炒蛋拳][嘉然_番茄炒蛋拳]我会长呢,123.0,1635847477.0,-706.0646788835884,狱一v：若子,1.0,1638538906.0,-801.1503888835883
【原创音乐】《超级敏感》A-SOUL全新团曲MV,笑拉了 被杜华微博引流过来了！真的很元气很好听哎！摩托姐姐支持一下！,2055.0,1619779521.0,1065.2557611164116,丞星来啦，听说是乐华的妹妹，声音还挺好听的捏,340.0,1619797740.0,-649.5620488835884
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,我不看嘉然，但我爱看嘉心糖们整的活[给心心][给心心],588.0,1632089604.0,-278.64340888358834,无论是画面创意，填词的音和意，唱歌水平都是顶级二创的水平！给个三连！,95.0,1632064142.0,-771.8980288835884
【嘉然】⚡动感光波⚡,视频很土，但是有然然，但是还是很土,46359.0,1620901912.0,45380.47967111641,@观察者网 哈哈哈哈 评论区笑死了 解释一下[羞羞],215.0,1621056254.0,-761.9769088835884
露西亚粉丝群组里Gachi恋粉丝发狂哭吼的实态,开口就没绷住，好笑程度能和三字母的天狗嚎哭排一起🤣,51.0,1706577215.0,-70.76729888358832,みけねこを、「助ける」ために、夜の町を全速力で駆け抜けていく、待ってろ、お前らは、必ず俺が！,5.0,1706505641.0,-117.48303888358832
应约100w人气露脸！,三年了涨五万粉是吧[脱单doge],24.0,1716373563.0,0.19618111641168312,这么多视频终于有个听懂的了😇,9.0,1660877230.0,-569.7671488835883
《废物虚拟主播的五大特征》,确实是有节目效果在里面的,2.0,1673254358.0,-452.99586888358834,废物布丁猫五大特征[doge],2.0,1667998527.0,-505.5541788835883
【海子姐】ybb小火车,背景介绍下，卡莎在直播中无意讲起雷岁和七海，但是并没有说什么过分的话，单纯只是他们两个人在同一句话里，后来得知此事的七海非常生气，直播间撤了卡莎牌子并拉黑卡莎，然后在微博骂街，骂的非常难听，第二天起床的卡莎并不知道自己干了什么，看到了愤怒的入脑脆鲨后，第一时间赶紧道歉，然后在卡莎看完切片发现自己其实什么都没说，单纯是七海自己yy，于是便撤回了道歉，直到现在，七海还没有对此表态(这条动态明显是在向不久前发生的耳机事件锐评的道歉，而她对卡莎的态度我不好说),37.0,1643449570.0,-716.0437488835884,@七海Nana7mi 不是最佳二创？,36.0,1627603011.0,-875.5093388835884
快速盘点2021各大Vtuber！,经过一年的洗礼我的脑子里已经只剩下七乃珈晚贝嘉梓了，日v仿佛是上个世纪流行过的东西。,50.0,1637850121.0,-759.0382388835884,我是看去年的金句遇到嘉然的，虽然不是年一v但是也算是混这个圈子的开始了,6.0,1635783826.0,-823.7011888835884
露西亚粉丝群组里Gachi恋粉丝发狂哭吼的实态,看来日漫和日剧是写实的 一直觉得他们夸张,45.0,1706530353.0,-77.23591888358833,之前在推看到用这段音频替换咒术虎子跪地痛哭那段，丝毫没有违和感,3.0,1706703604.0,-117.50340888358832
快速盘点2021各大Vtuber！,我只能说，国一v世一v虽然都是🦈形象但灵魂真的高下立判,38.0,1642943706.0,-720.1023888835883,呵呵，炒一v早就变成岚子男友林锡臣了,22.0,1635774564.0,-807.7938088835883
被小作文整破防的嘉然,rnm评论区逛了一圈没看明白谁是真的谁是演的,786.0,1614282647.0,-258.71297888358845,5.30-7.1，限了一个月。第二次跟客服友好沟通以后，现在应该解除了,153.0,1625113390.0,-783.4055488835884
【東雪莲】说出名场面后矢口否认,"日本军衔参考名单：
天皇：@孙笑川258 
大将：@bzzb521 
中将：@桐生可可Official 
少将：@佐久間ねむOfficial  
大佐：@東雪蓮Official  
中佐：@小野寺杏砂
少佐：@MiKoriV  
大尉：@焼き夜鳥 @熊野鈴谷  @寂色語 
中尉：@请大家关爱空巢老狗 
少尉：@鈴木綾翔 
准尉：@利维坦的魔女 @东倾向温 
曹长：@氷川真幸Official  
军曹：@蓝一叶 
伍长：@阿梓的妈妈 
预备兵：@丶酸梨  
军犬：@带带肖欣瑶",639.0,1691021407.0,361.6746211164117,"东雪莲好可怜啊😭😭
又被他们欺负了对吧😡😡
只有我才是你永远的朋友啊😍😍
只有我才永远的爱你啊😘😘😘
啊😋😋莲莲😍😍😍😍",4.0,1674622280.0,-437.3166488835883
【翻唱】《猫中毒》完整版PV/嘉然,"嘉然想要一件漂亮的衣服
和yhm一样靓丽的裙子
鼠鼠们犯了难
要是有天国的锦缎该多好啊
以金银色的光线编织
还有湛蓝的夜色与洁白的昼光
以及黎明和黄昏错综的光芒
要是然然得了这锦缎
她该有多开心啊
但是啊，鼠鼠们，如此贫穷，除了梦一无所有
于是鼠鼠们每个人拿出自己的梦
凑了一件可爱的衣裳
然然穿着很合身
有了这件衣服，然然终于得了猫猫的喜爱
越来越多的猫猫依偎在然然的怀里
鼠鼠们再不敢靠近嘉然小姐了
只敢偷偷地从洞里探出脑袋
望着她，望着她
偶有发了病的鼠鼠冲出来
转瞬便葬身猫口
终于有一天
嘉然得了天国的锦缎
身边的猫猫也嫌弃鼠鼠的衣服太过寒碜
然然穿上新衣服
华丽动人，连yhm都要心生嫉妒
是时候丢掉旧衣服了
然然回想起
她与鼠鼠一起度过的时光
她陪伴鼠鼠唱过的歌曲
她为鼠鼠哭泣过的夜
又于心不忍了
于是她整齐地把衣服垫在枕头下
与此同时
阴暗的洞里，一只鼠鼠悄声说道
“轻一点啊，因为你枕着我的梦”",63701.0,1617345703.0,62686.91758111641,服了热评都是骗赞的😅连个关注都不点😅之前那些给然然安利的热评都埋在最底下😅,1377.0,1617638495.0,365.8455011164116
我是如何 因看vtb毁掉自己的人生？,你只是害了你自己但不敢承认只能找个理由,933.0,1673667346.0,482.13401111641167,感谢vtb，不然我现在在人行道上把老太太当皮球踢[永雏塔菲_开派对咯],6.0,1675999955.0,-421.5398988835883
【原创音乐】《超级敏感》A-SOUL全新团曲MV,兄弟萌，我是我们学校广播站的，待会课间休息放超级敏感引一波大的，门给他锁了，校长都别想gank我，我做的对吗[给心心][给心心],12920.0,1619779268.0,11930.253231116412,坏了，我一个从K老师那里引流来的好像真被这5个女孩子整入脑了😅,1411.0,1619770429.0,421.1648411164116
应约100w人气露脸！,md后半段声音好像文章神啊（）,6.0,1684475491.0,-336.78453888358837,我若有罪请让法律制裁我,7.0,1649762904.0,-682.9104088835884
【原创音乐】《超级敏感》A-SOUL全新团曲MV,"初中我看lovelive动画
高中我看lovelive演唱会
大学我看ASOUL[给心心][给心心][给心心]
我有光明的未来",10179.0,1619771251.0,9189.173061116411,哈哈哈本人一博粉丝被引流过来了 支持一波  播放量走起~,1365.0,1619789276.0,375.3533111164117
深情朗诵《嘉然小姐的狗》,我命令你做嘉然小姐的碗![给心心][给心心][给心心],338.0,1615129495.0,-698.2444988835884,想引流嘉心糖和v8蛆是吧，什么坏女人,71.0,1613470256.0,-981.8368888835884
海子姐：谢谢010的SC谢谢😨,@010,2721.0,1637056322.0,1904.0237711164116,一股子🐷味儿,1.0,1640178874.0,-784.7507088835883
【A-SOUL/贝&珈&嘉】太潮啦！师徒三人演绎《隔岸 (DJ)》,视频弹幕评论都不太看得懂但是好好笑啊哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈哈哈哈哈哈哈,2465.0,1632122710.0,1598.6876511164116,机器人能不能给我服务一下[给心心],156.0,1632151681.0,-710.0226388835883
《嘉然为什么是神》,asoul去年的很多二创质量确实行,14.0,1658596289.0,-587.5765588835884,可不可以把文本发出来啊 想首偷,42.0,1624727167.0,-898.2677788835883
【2022年7月】Vtuber订阅数排行榜TOP100,"kobo好像真的很火,不是纸面数据那种火,我看视频印尼线下不少人都被她影响到了
虽然一开始没有那么大的动静,但这几个月在不断的持续发酵,甚至在有意回避杏的B站,她的切片热度也足够高
再过一段时间回头看,这没准还真是个当之无愧的神抽",214.0,1659371058.0,-379.82886888358837,先头效应还是屡试不爽，正态分布在自然发展足够长的时间后，最头部的一两个人都会明显拉开与后面的距离,2.0,1660591167.0,-579.6277788835883
你把钱都打给她吧🥺,怎么每个切片下面都有这视频啊[星瞳_流汗],8395.0,1650948544.0,7716.945991116411,我还要和你抢垃圾吃呢[星瞳_流汗],75.0,1652627714.0,-586.2623088835884
你把钱都打给她吧🥺,看v的把钱留给自己买点牛排吧，之前看到一个视频一个看虚拟主播的吃浆面条也要给主播打赏，确实太夸张了,15.0,1660276898.0,-569.7704688835884,捡垃圾吃喵，捡垃圾吃[永雏塔菲_哈哈哈],33.0,1649992259.0,-654.6168588835884
勾罕见，今天就是你的死期😡😡,后传：BV1ya41197w8[東雪蓮_气昏],3272.0,1661506164.0,2699.5221911164117,emm能有人稍微给我解释一下这个V究竟怎么了嘛。。。一脸懵,159.0,1636270595.0,-665.8334988835884
【锐评】这V的片，不切也罢,他娘的太真实了 有些v给的直播素材完完全全就是让我在答辩里面炼化金子[笑哭],28.0,1687786292.0,-281.67652888358833,别当切片man了 出道吧[脱单doge],41.0,1672655933.0,-419.9801188835884
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,唱功一流舞蹈更是精髓，歌词改编得更是点睛之笔，有才有德[嘉然_点赞],8930.0,1632064198.0,8063.102531116411,今天翻唱一伯万！隔岸一伯万！然然粉丝一伯万！[胜利],206.0,1632191128.0,-659.6281688835884
【翻唱】《猫中毒》完整版PV/嘉然,统计统计有多少机器人，不是机器千万别赞嗷兄弟们,8864.0,1617601845.0,7852.479001116411,播放量再不到81万，我就发射氢弹紧急处理福岛核电站😡,1022.0,1618383965.0,18.300201116411586
勾罕见，今天就是你的死期😡😡,"抗日勋章等级展示：
特等功
@桐生可可Official
一等功
@佐久間ねむOfficial 
@東雪蓮Official 
二等功
@焼き夜鳥 
@熊野鈴谷 
@氷川真幸Official 
@蓝一叶 
@ACA在烤夜鸟 
三等功
@东倾向温 
@ハチロクo 
@夜雨Nancy 
@利维坦的魔女 
@東雪蓮敲可爱  
@と美美フェンシング",10619.0,1633096477.0,9762.425321116412,我超😰，怎么都给我溜上九十万了，不会给整上一伯万吧,132.0,1642946732.0,-626.0721288835883
《废物虚拟主播的五大特征》,哎，说的就是你，为什么要按时间倒序？[脱单doge],13.0,1674557224.0,-428.96720888358834,@阿梓从小就很可爱,3.0,1668143930.0,-503.1001488835883
快速盘点2021各大Vtuber！,虚拟感最强的V是指空宝指定的吗,224.0,1635772677.0,-605.8126788835884,海一v 公海拿拿米,3.0,1638905818.0,-795.4812688835884
你把钱都打给她吧🥺,给皮套人打钱还不如给fw刀打钱，fw能整活，皮套人能吗😓,550.0,1651545522.0,-122.08422888358837,钱打给然黛玉，胶打给臭粉毛😋😋,19.0,1656768256.0,-600.8568888835883
【嘉然】⚡动感光波⚡,b站偷的快手抖音土味视频哪个不是十万百万播放量的，一模一样的视频放抖音就是有滤镜都看不下去，放b站被一遍一遍溜被做二创，怎么会是呢🧐,476.0,1621041218.0,-501.1272688835884,@七海Nana7mi 海子姐也会跳动感光波吗,56.0,1621053304.0,-921.0064088835884
应约100w人气露脸！,taffy已转生，前世的约定不算数了[UP_1265680561_升天],20.0,1704295680.0,-124.58264888358832,表示日语比塔语更清楚,9.0,1657608017.0,-602.4592788835884
【海子姐】ybb小火车,"我知道你打开时间排序想看什么
没有耳机的东西",127.0,1643724862.0,-623.2908288835883,火车王进荣誉室了😭,58.0,1627577773.0,-853.7617188835884
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,看到各种大物变成嘉心糖，再看看纯路人的反应，我就有一种丰收的喜悦🥰🥰🥰,616.0,1632132794.0,-250.2115088835884,你这大号不是百万大手我是不信的[傲娇],96.0,1632065925.0,-770.8801988835884
【海子姐】ybb小火车,想到之前阿梓锐评里的一个评论“看然然感觉特别可爱想抱住，看她怎么只想给她一嘴巴子呢”[七海_害怕],346.0,1625586380.0,-585.6756488835883,铁轨总得创死一个，要不把叔叔创死吧[七海演唱会_无奈],51.0,1628611816.0,-850.4212888835884
应约100w人气露脸！,100w之后还会有小菲吗😭,10.0,1704021529.0,-137.32415888358832,这是我冲的最舒服的一次[微笑][帕里_DD][神乐七奈_好耶][白神遥_吃桃子][呜米_KiraKira][进击的冰糖_车门焊死][hanser_流啤],262.0,1630151349.0,-624.0259588835884
【嘉然】Ring！Ring！Ring！今天我是小狐狸yo~,王一博的妈妈粉前来支持小师妹[星星眼][星星眼]挺好看的 加油～,794.0,1625218107.0,-141.35837888358844,woc，最近喜欢上a手的，想着去买套粉丝装扮结果永久套装售罄了，麻了，什么时候会补货嘛。以前不看v因为都是轮椅人，像a手这样的v真的挺吸引我的[拥抱][拥抱][拥抱]，每个人都很有特色。我从偷吃贡品来的，一开始觉得v肯定也就那样没啥好看的，一看发现针不戳，我也要变成光守护嘉然小姐了！！！,163.0,1625340125.0,-771.1381988835884
【嘉然】⚡动感光波⚡,"⚡️⚡🕺️为他神魂颠倒aoaoaoao🕺⚡️⚡️

💥🤘🏻动感光波！🤘🏻💥

⚡️嘟↗嘟↘👉

⚡️感觉心跳加速💗💗

⚡️嘟↘感觉天翻地覆🤯🤯

⚡️嘟↘想要快乐你就😝😝

嘟💃↘嘟💃↗嘟💃↘嘟💃↗嘟💃↘嘟💃↗",2480.0,1620966330.0,1502.1238511164115,我正在用微信小程序抢购火车票，点击链接帮我助力https://b23.tv/u67oMs,122.0,1620901234.0,-856.5271088835884
“典”“典中典”“这就是***的丑态”【七海Nana7mi】,别人说你急了，你要回复他“别急”,16006.0,1642137214.0,15239.832691116411,我缺的小团体谁给我补啊😭😭,26.0,1655109927.0,-610.4401788835884
